2,0,1,0
1,0,2,0
3,0,1,0
1,0,3,0
3,0,2,0
2,0,3,0
4,0,1,0
1,0,4,0
4,0,2,0
2,0,4,0
4,0,3,0
3,0,4,0
5,0,1,0
1,0,5,0
6,0,1,0
1,0,6,0
7,0,1,0
1,0,7,0
7,0,5,0
5,0,7,0
7,0,6,0
6,0,7,0
8,0,1,0
1,0,8,0
8,0,2,0
2,0,8,0
8,0,3,0
3,0,8,0
8,0,4,0
4,0,8,0
9,0,1,0
1,0,9,0
9,0,3,0
3,0,9,0
10,0,3,0
3,0,10,0
11,0,1,0
1,0,11,0
11,0,5,0
5,0,11,0
11,0,6,0
6,0,11,0
12,0,1,0
1,0,12,0
13,0,1,0
1,0,13,0
13,0,4,0
4,0,13,0
14,0,1,0
1,0,14,0
14,0,2,0
2,0,14,0
14,0,3,0
3,0,14,0
14,0,4,0
4,0,14,0
17,0,6,0
6,0,17,0
17,0,7,0
7,0,17,0
18,0,1,0
1,0,18,0
18,0,2,0
2,0,18,0
20,0,1,0
1,0,20,0
20,0,2,0
2,0,20,0
22,0,1,0
1,0,22,0
22,0,2,0
2,0,22,0
26,0,24,0
24,0,26,0
26,0,25,0
25,0,26,0
28,0,3,0
3,0,28,0
28,0,24,0
24,0,28,0
28,0,25,0
25,0,28,0
29,0,3,0
3,0,29,0
30,0,24,0
24,0,30,0
30,0,27,0
27,0,30,0
31,0,2,0
2,0,31,0
31,0,9,0
9,0,31,0
32,0,1,0
1,0,32,0
32,0,25,0
25,0,32,0
32,0,26,0
26,0,32,0
32,0,29,0
29,0,32,0
33,0,3,0
3,0,33,0
33,0,9,0
9,0,33,0
33,0,15,0
15,0,33,0
33,0,16,0
16,0,33,0
33,0,19,0
19,0,33,0
33,0,21,0
21,0,33,0
33,0,23,0
23,0,33,0
33,0,24,0
24,0,33,0
33,0,30,0
30,0,33,0
33,0,31,0
31,0,33,0
33,0,32,0
32,0,33,0
34,0,9,0
9,0,34,0
34,0,10,0
10,0,34,0
34,0,14,0
14,0,34,0
34,0,15,0
15,0,34,0
34,0,16,0
16,0,34,0
34,0,19,0
19,0,34,0
34,0,20,0
20,0,34,0
34,0,21,0
21,0,34,0
34,0,23,0
23,0,34,0
34,0,24,0
24,0,34,0
34,0,27,0
27,0,34,0
34,0,28,0
28,0,34,0
34,0,29,0
29,0,34,0
34,0,30,0
30,0,34,0
34,0,31,0
31,0,34,0
34,0,32,0
32,0,34,0
34,0,33,0
33,0,34,0
