"Double",0,"CCL",0
"CCL",0,"Double",0
"Feather",0,"DN16",0
"DN16",0,"Feather",0
"Feather",0,"DN21",0
"DN21",0,"Feather",0
"Fish",0,"Beak",0
"Beak",0,"Fish",0
"Fish",0,"Bumper",0
"Bumper",0,"Fish",0
"Gallatin",0,"DN16",0
"DN16",0,"Gallatin",0
"Gallatin",0,"DN21",0
"DN21",0,"Gallatin",0
"Gallatin",0,"Feather",0
"Feather",0,"Gallatin",0
"Grin",0,"Beak",0
"Beak",0,"Grin",0
"Grin",0,"CCL",0
"CCL",0,"Grin",0
"Haecksel",0,"Beak",0
"Beak",0,"Haecksel",0
"Hook",0,"Grin",0
"Grin",0,"Hook",0
"Jet",0,"Beescratch",0
"Beescratch",0,"Jet",0
"Jet",0,"DN21",0
"DN21",0,"Jet",0
"Jet",0,"Feather",0
"Feather",0,"Jet",0
"Jet",0,"Gallatin",0
"Gallatin",0,"Jet",0
"Jonah",0,"Haecksel",0
"Haecksel",0,"Jonah",0
"Knit",0,"Beescratch",0
"Beescratch",0,"Knit",0
"Knit",0,"DN63",0
"DN63",0,"Knit",0
"Kringel",0,"Double",0
"Double",0,"Kringel",0
"Kringel",0,"Hook",0
"Hook",0,"Kringel",0
"Kringel",0,"Jonah",0
"Jonah",0,"Kringel",0
"MN105",0,"Jonah",0
"Jonah",0,"MN105",0
"MN23",0,"Jet",0
"Jet",0,"MN23",0
"MN83",0,"Grin",0
"Grin",0,"MN83",0
"MN83",0,"Haecksel",0
"Haecksel",0,"MN83",0
"MN83",0,"Jonah",0
"Jonah",0,"MN83",0
"Mus",0,"Jet",0
"Jet",0,"Mus",0
"Notch",0,"Beescratch",0
"Beescratch",0,"Notch",0
"Notch",0,"Mus",0
"Mus",0,"Notch",0
"Number1",0,"Beescratch",0
"Beescratch",0,"Number1",0
"Number1",0,"DN63",0
"DN63",0,"Number1",0
"Number1",0,"Jet",0
"Jet",0,"Number1",0
"Number1",0,"Mus",0
"Mus",0,"Number1",0
"Number1",0,"Notch",0
"Notch",0,"Number1",0
"Oscar",0,"Beescratch",0
"Beescratch",0,"Oscar",0
"Oscar",0,"Double",0
"Double",0,"Oscar",0
"Oscar",0,"Kringel",0
"Kringel",0,"Oscar",0
"Patchback",0,"Fish",0
"Fish",0,"Patchback",0
"Patchback",0,"Jonah",0
"Jonah",0,"Patchback",0
"Patchback",0,"MN105",0
"MN105",0,"Patchback",0
"Patchback",0,"MN83",0
"MN83",0,"Patchback",0
"PL",0,"DN63",0
"DN63",0,"PL",0
"PL",0,"Knit",0
"Knit",0,"PL",0
"PL",0,"Oscar",0
"Oscar",0,"PL",0
"Quasi",0,"Jet",0
"Jet",0,"Quasi",0
"Ripplefluke",0,"Feather",0
"Feather",0,"Ripplefluke",0
"Ripplefluke",0,"Gallatin",0
"Gallatin",0,"Ripplefluke",0
"Scabs",0,"Fork",0
"Fork",0,"Scabs",0
"Scabs",0,"Grin",0
"Grin",0,"Scabs",0
"Scabs",0,"Hook",0
"Hook",0,"Scabs",0
"Scabs",0,"MN105",0
"MN105",0,"Scabs",0
"Shmuddel",0,"Grin",0
"Grin",0,"Shmuddel",0
"Shmuddel",0,"Scabs",0
"Scabs",0,"Shmuddel",0
"SMN5",0,"Patchback",0
"Patchback",0,"SMN5",0
"SN100",0,"Beescratch",0
"Beescratch",0,"SN100",0
"SN100",0,"Kringel",0
"Kringel",0,"SN100",0
"SN100",0,"MN60",0
"MN60",0,"SN100",0
"SN4",0,"Double",0
"Double",0,"SN4",0
"SN4",0,"Grin",0
"Grin",0,"SN4",0
"SN4",0,"Hook",0
"Hook",0,"SN4",0
"SN4",0,"MN105",0
"MN105",0,"SN4",0
"SN4",0,"Scabs",0
"Scabs",0,"SN4",0
"SN4",0,"Shmuddel",0
"Shmuddel",0,"SN4",0
"SN4",0,"SN100",0
"SN100",0,"SN4",0
"SN63",0,"Grin",0
"Grin",0,"SN63",0
"SN63",0,"Hook",0
"Hook",0,"SN63",0
"SN63",0,"Kringel",0
"Kringel",0,"SN63",0
"SN63",0,"Scabs",0
"Scabs",0,"SN63",0
"SN89",0,"SN100",0
"SN100",0,"SN89",0
"SN9",0,"Beak",0
"Beak",0,"SN9",0
"SN9",0,"DN63",0
"DN63",0,"SN9",0
"SN9",0,"Grin",0
"Grin",0,"SN9",0
"SN9",0,"Haecksel",0
"Haecksel",0,"SN9",0
"SN9",0,"Scabs",0
"Scabs",0,"SN9",0
"SN9",0,"SN100",0
"SN100",0,"SN9",0
"SN9",0,"SN4",0
"SN4",0,"SN9",0
"SN90",0,"Beescratch",0
"Beescratch",0,"SN90",0
"SN90",0,"Feather",0
"Feather",0,"SN90",0
"SN90",0,"Gallatin",0
"Gallatin",0,"SN90",0
"SN96",0,"Beak",0
"Beak",0,"SN96",0
"SN96",0,"Bumper",0
"Bumper",0,"SN96",0
"SN96",0,"Fish",0
"Fish",0,"SN96",0
"SN96",0,"PL",0
"PL",0,"SN96",0
"Stripes",0,"Grin",0
"Grin",0,"Stripes",0
"Stripes",0,"Patchback",0
"Patchback",0,"Stripes",0
"Stripes",0,"Scabs",0
"Scabs",0,"Stripes",0
"Stripes",0,"SN4",0
"SN4",0,"Stripes",0
"Stripes",0,"SN63",0
"SN63",0,"Stripes",0
"Thumper",0,"Bumper",0
"Bumper",0,"Thumper",0
"Thumper",0,"Kringel",0
"Kringel",0,"Thumper",0
"Thumper",0,"Shmuddel",0
"Shmuddel",0,"Thumper",0
"Thumper",0,"SN63",0
"SN63",0,"Thumper",0
"Topless",0,"Double",0
"Double",0,"Topless",0
"Topless",0,"Haecksel",0
"Haecksel",0,"Topless",0
"Topless",0,"Jonah",0
"Jonah",0,"Topless",0
"Topless",0,"MN105",0
"MN105",0,"Topless",0
"Topless",0,"MN60",0
"MN60",0,"Topless",0
"Topless",0,"MN83",0
"MN83",0,"Topless",0
"Topless",0,"Patchback",0
"Patchback",0,"Topless",0
"Topless",0,"SN4",0
"SN4",0,"Topless",0
"TR120",0,"Stripes",0
"Stripes",0,"TR120",0
"TR77",0,"Beak",0
"Beak",0,"TR77",0
"TR77",0,"Fish",0
"Fish",0,"TR77",0
"TR77",0,"Kringel",0
"Kringel",0,"TR77",0
"TR77",0,"Oscar",0
"Oscar",0,"TR77",0
"TR77",0,"PL",0
"PL",0,"TR77",0
"TR77",0,"SN96",0
"SN96",0,"TR77",0
"TR88",0,"Shmuddel",0
"Shmuddel",0,"TR88",0
"TR88",0,"TR120",0
"TR120",0,"TR88",0
"TR99",0,"Grin",0
"Grin",0,"TR99",0
"TR99",0,"Hook",0
"Hook",0,"TR99",0
"TR99",0,"Kringel",0
"Kringel",0,"TR99",0
"TR99",0,"Scabs",0
"Scabs",0,"TR99",0
"TR99",0,"SN96",0
"SN96",0,"TR99",0
"TR99",0,"Topless",0
"Topless",0,"TR99",0
"Trigger",0,"Cross",0
"Cross",0,"Trigger",0
"Trigger",0,"Five",0
"Five",0,"Trigger",0
"Trigger",0,"Jonah",0
"Jonah",0,"Trigger",0
"Trigger",0,"MN105",0
"MN105",0,"Trigger",0
"Trigger",0,"MN60",0
"MN60",0,"Trigger",0
"Trigger",0,"MN83",0
"MN83",0,"Trigger",0
"Trigger",0,"Patchback",0
"Patchback",0,"Trigger",0
"Trigger",0,"Topless",0
"Topless",0,"Trigger",0
"Trigger",0,"TR99",0
"TR99",0,"Trigger",0
"TSN103",0,"Grin",0
"Grin",0,"TSN103",0
"TSN103",0,"Patchback",0
"Patchback",0,"TSN103",0
"TSN103",0,"SN63",0
"SN63",0,"TSN103",0
"TSN103",0,"SN9",0
"SN9",0,"TSN103",0
"TSN83",0,"Stripes",0
"Stripes",0,"TSN83",0
"Upbang",0,"Beescratch",0
"Beescratch",0,"Upbang",0
"Upbang",0,"DN21",0
"DN21",0,"Upbang",0
"Upbang",0,"DN63",0
"DN63",0,"Upbang",0
"Upbang",0,"Gallatin",0
"Gallatin",0,"Upbang",0
"Upbang",0,"Knit",0
"Knit",0,"Upbang",0
"Upbang",0,"SN90",0
"SN90",0,"Upbang",0
"Vau",0,"Haecksel",0
"Haecksel",0,"Vau",0
"Vau",0,"Trigger",0
"Trigger",0,"Vau",0
"Wave",0,"DN16",0
"DN16",0,"Wave",0
"Wave",0,"DN21",0
"DN21",0,"Wave",0
"Web",0,"DN16",0
"DN16",0,"Web",0
"Web",0,"DN21",0
"DN21",0,"Web",0
"Web",0,"Feather",0
"Feather",0,"Web",0
"Web",0,"Gallatin",0
"Gallatin",0,"Web",0
"Web",0,"Jet",0
"Jet",0,"Web",0
"Web",0,"SN89",0
"SN89",0,"Web",0
"Web",0,"SN90",0
"SN90",0,"Web",0
"Web",0,"TR82",0
"TR82",0,"Web",0
"Web",0,"Upbang",0
"Upbang",0,"Web",0
"Whitetip",0,"SN63",0
"SN63",0,"Whitetip",0
"Zap",0,"CCL",0
"CCL",0,"Zap",0
"Zap",0,"Double",0
"Double",0,"Zap",0
"Zap",0,"Haecksel",0
"Haecksel",0,"Zap",0
"Zap",0,"SN100",0
"SN100",0,"Zap",0
"Zap",0,"Topless",0
"Topless",0,"Zap",0
"Zig",0,"Ripplefluke",0
"Ripplefluke",0,"Zig",0
"Zipfel",0,"Bumper",0
"Bumper",0,"Zipfel",0
"Zipfel",0,"SN4",0
"SN4",0,"Zipfel",0
"Zipfel",0,"TSN83",0
"TSN83",0,"Zipfel",0
