"Napoleon",1,"Myriel",0
"Myriel",1,"Napoleon",0
"MlleBaptistine",8,"Myriel",0
"Myriel",8,"MlleBaptistine",0
"MmeMagloire",10,"Myriel",0
"Myriel",10,"MmeMagloire",0
"MmeMagloire",6,"MlleBaptistine",0
"MlleBaptistine",6,"MmeMagloire",0
"CountessDeLo",1,"Myriel",0
"Myriel",1,"CountessDeLo",0
"Geborand",1,"Myriel",0
"Myriel",1,"Geborand",0
"Champtercier",1,"Myriel",0
"Myriel",1,"Champtercier",0
"Cravatte",1,"Myriel",0
"Myriel",1,"Cravatte",0
"Count",2,"Myriel",0
"Myriel",2,"Count",0
"OldMan",1,"Myriel",0
"Myriel",1,"OldMan",0
"Valjean",1,"Labarre",0
"Labarre",1,"Valjean",0
"Valjean",3,"MmeMagloire",0
"MmeMagloire",3,"Valjean",0
"Valjean",3,"MlleBaptistine",0
"MlleBaptistine",3,"Valjean",0
"Valjean",5,"Myriel",0
"Myriel",5,"Valjean",0
"Marguerite",1,"Valjean",0
"Valjean",1,"Marguerite",0
"MmeDeR",1,"Valjean",0
"Valjean",1,"MmeDeR",0
"Isabeau",1,"Valjean",0
"Valjean",1,"Isabeau",0
"Gervais",1,"Valjean",0
"Valjean",1,"Gervais",0
"Listolier",4,"Tholomyes",0
"Tholomyes",4,"Listolier",0
"Fameuil",4,"Tholomyes",0
"Tholomyes",4,"Fameuil",0
"Fameuil",4,"Listolier",0
"Listolier",4,"Fameuil",0
"Blacheville",4,"Tholomyes",0
"Tholomyes",4,"Blacheville",0
"Blacheville",4,"Listolier",0
"Listolier",4,"Blacheville",0
"Blacheville",4,"Fameuil",0
"Fameuil",4,"Blacheville",0
"Favourite",3,"Tholomyes",0
"Tholomyes",3,"Favourite",0
"Favourite",3,"Listolier",0
"Listolier",3,"Favourite",0
"Favourite",3,"Fameuil",0
"Fameuil",3,"Favourite",0
"Favourite",4,"Blacheville",0
"Blacheville",4,"Favourite",0
"Dahlia",3,"Tholomyes",0
"Tholomyes",3,"Dahlia",0
"Dahlia",3,"Listolier",0
"Listolier",3,"Dahlia",0
"Dahlia",3,"Fameuil",0
"Fameuil",3,"Dahlia",0
"Dahlia",3,"Blacheville",0
"Blacheville",3,"Dahlia",0
"Dahlia",5,"Favourite",0
"Favourite",5,"Dahlia",0
"Zephine",3,"Tholomyes",0
"Tholomyes",3,"Zephine",0
"Zephine",3,"Listolier",0
"Listolier",3,"Zephine",0
"Zephine",3,"Fameuil",0
"Fameuil",3,"Zephine",0
"Zephine",3,"Blacheville",0
"Blacheville",3,"Zephine",0
"Zephine",4,"Favourite",0
"Favourite",4,"Zephine",0
"Zephine",4,"Dahlia",0
"Dahlia",4,"Zephine",0
"Fantine",3,"Tholomyes",0
"Tholomyes",3,"Fantine",0
"Fantine",3,"Listolier",0
"Listolier",3,"Fantine",0
"Fantine",3,"Fameuil",0
"Fameuil",3,"Fantine",0
"Fantine",3,"Blacheville",0
"Blacheville",3,"Fantine",0
"Fantine",4,"Favourite",0
"Favourite",4,"Fantine",0
"Fantine",4,"Dahlia",0
"Dahlia",4,"Fantine",0
"Fantine",4,"Zephine",0
"Zephine",4,"Fantine",0
"Fantine",2,"Marguerite",0
"Marguerite",2,"Fantine",0
"Fantine",9,"Valjean",0
"Valjean",9,"Fantine",0
"MmeThenardier",2,"Fantine",0
"Fantine",2,"MmeThenardier",0
"MmeThenardier",7,"Valjean",0
"Valjean",7,"MmeThenardier",0
"Thenardier",13,"MmeThenardier",0
"MmeThenardier",13,"Thenardier",0
"Thenardier",1,"Fantine",0
"Fantine",1,"Thenardier",0
"Thenardier",12,"Valjean",0
"Valjean",12,"Thenardier",0
"Cosette",4,"MmeThenardier",0
"MmeThenardier",4,"Cosette",0
"Cosette",31,"Valjean",0
"Valjean",31,"Cosette",0
"Cosette",1,"Tholomyes",0
"Tholomyes",1,"Cosette",0
"Cosette",1,"Thenardier",0
"Thenardier",1,"Cosette",0
"Javert",17,"Valjean",0
"Valjean",17,"Javert",0
"Javert",5,"Fantine",0
"Fantine",5,"Javert",0
"Javert",5,"Thenardier",0
"Thenardier",5,"Javert",0
"Javert",1,"MmeThenardier",0
"MmeThenardier",1,"Javert",0
"Javert",1,"Cosette",0
"Cosette",1,"Javert",0
"Fauchelevent",8,"Valjean",0
"Valjean",8,"Fauchelevent",0
"Fauchelevent",1,"Javert",0
"Javert",1,"Fauchelevent",0
"Bamatabois",1,"Fantine",0
"Fantine",1,"Bamatabois",0
"Bamatabois",1,"Javert",0
"Javert",1,"Bamatabois",0
"Bamatabois",2,"Valjean",0
"Valjean",2,"Bamatabois",0
"Perpetue",1,"Fantine",0
"Fantine",1,"Perpetue",0
"Simplice",2,"Perpetue",0
"Perpetue",2,"Simplice",0
"Simplice",3,"Valjean",0
"Valjean",3,"Simplice",0
"Simplice",2,"Fantine",0
"Fantine",2,"Simplice",0
"Simplice",1,"Javert",0
"Javert",1,"Simplice",0
"Scaufflaire",1,"Valjean",0
"Valjean",1,"Scaufflaire",0
"Woman1",2,"Valjean",0
"Valjean",2,"Woman1",0
"Woman1",1,"Javert",0
"Javert",1,"Woman1",0
"Judge",3,"Valjean",0
"Valjean",3,"Judge",0
"Judge",2,"Bamatabois",0
"Bamatabois",2,"Judge",0
"Champmathieu",3,"Valjean",0
"Valjean",3,"Champmathieu",0
"Champmathieu",3,"Judge",0
"Judge",3,"Champmathieu",0
"Champmathieu",2,"Bamatabois",0
"Bamatabois",2,"Champmathieu",0
"Brevet",2,"Judge",0
"Judge",2,"Brevet",0
"Brevet",2,"Champmathieu",0
"Champmathieu",2,"Brevet",0
"Brevet",2,"Valjean",0
"Valjean",2,"Brevet",0
"Brevet",1,"Bamatabois",0
"Bamatabois",1,"Brevet",0
"Chenildieu",2,"Judge",0
"Judge",2,"Chenildieu",0
"Chenildieu",2,"Champmathieu",0
"Champmathieu",2,"Chenildieu",0
"Chenildieu",2,"Brevet",0
"Brevet",2,"Chenildieu",0
"Chenildieu",2,"Valjean",0
"Valjean",2,"Chenildieu",0
"Chenildieu",1,"Bamatabois",0
"Bamatabois",1,"Chenildieu",0
"Cochepaille",2,"Judge",0
"Judge",2,"Cochepaille",0
"Cochepaille",2,"Champmathieu",0
"Champmathieu",2,"Cochepaille",0
