267,0,1394,1
267,0,483,1
267,0,1051,1
904,0,1479,1
904,0,919,1
904,0,1045,1
904,0,1330,1
904,0,1108,1
904,0,995,1
904,0,963,1
904,0,1000,1
904,0,1192,1
904,0,1067,1
904,0,1270,1
904,0,1437,1
904,0,1037,1
903,0,855,1
903,0,1008,1
982,0,1429,1
982,0,952,1
982,0,892,1
982,0,1479,1
982,0,956,1
982,0,1306,1
982,0,810,1
982,0,1437,1
982,0,1112,1
982,0,1051,1
982,0,826,1
982,0,1478,1
982,0,979,1
982,0,1255,1
1167,0,963,1
1167,0,802,1
1167,0,842,1
1167,0,1408,1
1167,0,862,1
1167,0,1437,1
708,0,374,1
708,0,508,1
708,0,99,1
708,0,483,1
968,0,1063,1
968,0,297,1
968,0,756,1
968,0,919,1
968,0,936,1
968,0,862,1
968,0,898,1
968,0,1184,1
968,0,1250,1
968,0,539,1
968,0,1360,1
968,0,119,1
1223,0,878,1
1223,0,782,1
1223,0,1245,1
1223,0,323,1
1223,0,1463,1
1223,0,1277,1
1223,0,1429,1
1223,0,1478,1
1223,0,1325,1
1223,0,798,1
1223,0,1134,1
1223,0,1051,1
1223,0,490,1
1223,0,963,1
1223,0,1270,1
1223,0,1063,1
1223,0,1250,1
1223,0,944,1
1223,0,1179,1
1223,0,936,1
1223,0,967,1
1223,0,1330,1
1223,0,1461,1
1223,0,892,1
1223,0,932,1
1223,0,1041,1
1223,0,1086,1
1223,0,1112,1
1223,0,1337,1
1223,0,1152,1
1223,0,1191,1
1223,0,1435,1
1223,0,835,1
1223,0,1390,1
1223,0,1222,1
1223,0,1413,1
1223,0,1418,1
1223,0,818,1
1223,0,756,1
1223,0,941,1
1223,0,1013,1
1223,0,1217,1
1223,0,1437,1
1223,0,729,1
1223,0,150,1
1223,0,119,1
1223,0,1209,1
1223,0,1381,1
1223,0,1306,1
1223,0,1459,1
1223,0,883,1
1223,0,539,1
1223,0,1040,1
1223,0,641,1
993,0,1232,1
993,0,1051,1
993,0,1317,1
993,0,1461,1
993,0,1373,1
993,0,1459,1
993,0,276,1
993,0,941,1
993,0,1240,1
993,0,1298,1
993,0,1330,1
993,0,908,1
993,0,855,1
993,0,1179,1
993,0,1041,1
993,0,1112,1
993,0,1153,1
993,0,1245,1
993,0,837,1
993,0,170,1
993,0,1277,1
993,0,798,1
993,0,1217,1
993,0,878,1
993,0,1479,1
993,0,963,1
993,0,865,1
14,0,454,1
14,0,570,1
14,0,55,1
14,0,818,1
14,0,99,1
14,0,118,1
14,0,144,1
14,0,150,1
14,0,1337,1
14,0,155,1
14,0,650,1
14,0,180,1
14,0,323,1
14,0,1051,1
14,0,119,1
14,0,1086,1
14,0,347,1
14,0,405,1
14,0,480,1
14,0,493,1
14,0,492,1
14,0,729,1
14,0,885,1
14,0,932,1
14,0,563,1
14,0,577,1
14,0,1325,1
14,0,634,1
14,0,676,1
14,0,642,1
14,0,641,1
14,0,535,1
14,0,644,1
14,0,312,1
14,0,1152,1
14,0,1461,1
14,0,726,1
14,0,72,1
14,0,301,1
14,0,756,1
14,0,547,1
14,0,154,1
14,0,297,1
14,0,187,1
14,0,460,1
14,0,495,1
14,0,387,1
14,0,394,1
14,0,434,1
14,0,441,1
14,0,189,1
14,0,669,1
14,0,591,1
14,0,1317,1
14,0,1437,1
14,0,483,1
14,0,1478,1
14,0,1479,1
14,0,1179,1
14,0,687,1
14,0,1041,1
14,0,798,1
1238,0,1250,1
1238,0,892,1
1238,0,276,1
1238,0,990,1
1238,0,1051,1
1238,0,1055,1
1238,0,1153,1
1238,0,1185,1
1238,0,1232,1
1238,0,1245,1
1238,0,893,1
1238,0,1437,1
1238,0,1461,1
1238,0,963,1
1238,0,1270,1
891,0,155,1
891,0,855,1
891,0,1245,1
891,0,826,1
891,0,979,1
766,0,1159,1
766,0,855,1
766,0,913,1
766,0,1293,1
434,0,24,1
434,0,46,1
434,0,55,1
434,0,115,1
434,0,85,1
434,0,102,1
434,0,114,1
434,0,480,1
434,0,154,1
434,0,155,1
434,0,159,1
434,0,75,1
434,0,180,1
434,0,172,1
434,0,210,1
434,0,229,1
434,0,204,1
434,0,641,1
434,0,664,1
434,0,402,1
434,0,405,1
434,0,363,1
434,0,465,1
434,0,436,1
434,0,443,1
434,0,441,1
434,0,472,1
434,0,483,1
434,0,492,1
434,0,493,1
434,0,514,1
434,0,517,1
434,0,591,1
434,0,754,1
434,0,623,1
434,0,637,1
434,0,642,1
434,0,676,1
434,0,535,1
434,0,687,1
434,0,341,1
434,0,1270,1
434,0,23,1
434,0,726,1
434,0,1245,1
1161,0,1463,1
1161,0,1250,1
1161,0,1000,1
1161,0,1122,1
1161,0,810,1
1161,0,779,1
1161,0,781,1
1161,0,798,1
1161,0,826,1
1161,0,919,1
1161,0,961,1
1161,0,966,1
1161,0,1191,1
1161,0,1021,1
1161,0,1045,1
1161,0,1051,1
1161,0,1055,1
1161,0,119,1
1161,0,1069,1
1161,0,1101,1
1161,0,1121,1
1161,0,1112,1
1161,0,1135,1
1161,0,1153,1
1161,0,1437,1
1161,0,1223,1
1161,0,1231,1
1161,0,1245,1
1161,0,539,1
1161,0,1277,1
1161,0,1317,1
1161,0,1325,1
1161,0,1337,1
1161,0,1330,1
1161,0,1179,1
1161,0,932,1
1161,0,1013,1
1161,0,1429,1
1161,0,1478,1
1161,0,1479,1
1161,0,855,1
1364,0,963,1
1364,0,1146,1
1364,0,980,1
1364,0,1105,1
1364,0,1479,1
1364,0,1306,1
1364,0,1201,1
1364,0,1153,1
1364,0,1000,1
1364,0,1251,1
1364,0,802,1
1364,0,1041,1
1364,0,1112,1
1364,0,1245,1
1364,0,950,1
1364,0,1206,1
1364,0,1489,1
1364,0,946,1
1364,0,952,1
1364,0,1045,1
1364,0,1330,1
1364,0,1101,1
1364,0,930,1
1364,0,1093,1
1364,0,842,1
1364,0,814,1
1364,0,1402,1
1364,0,1366,1
1364,0,1037,1
1364,0,775,1
1364,0,1437,1
1024,0,885,1
1024,0,1479,1
1024,0,1346,1
1024,0,762,1
1024,0,1007,1
1024,0,822,1
1024,0,1051,1
1024,0,973,1
1024,0,1437,1
1024,0,941,1
1024,0,922,1
1024,0,1489,1
1024,0,1172,1
1024,0,963,1
1024,0,1067,1
1024,0,1000,1
765,0,1153,1
765,0,1250,1
765,0,1482,1
765,0,824,1
765,0,1051,1
765,0,830,1
765,0,1041,1
765,0,963,1
